epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,6111.94,1.26794,0.92834,1.28469,0.76633,0.77602,0.80718,0.50077,1.30274,0.90457,1.31321,7.4755e-05,7.4755e-05,7.4755e-05
53,6213.22,1.26027,0.91042,1.28381,0.77528,0.7673,0.8062,0.48752,1.33198,0.90423,1.32739,7.426e-05,7.426e-05,7.426e-05
54,6320.98,1.25212,0.90936,1.28376,0.77883,0.76087,0.80352,0.49649,1.30784,0.91829,1.3175,7.3765e-05,7.3765e-05,7.3765e-05
55,6425.15,1.26215,0.9129,1.28433,0.78408,0.76208,0.81299,0.4984,1.3312,0.91703,1.32937,7.327e-05,7.327e-05,7.327e-05
56,6539.2,1.25419,0.90409,1.27701,0.77912,0.75502,0.79556,0.47994,1.34978,0.92015,1.33567,7.2775e-05,7.2775e-05,7.2775e-05
57,6625.24,1.24672,0.90019,1.28099,0.784,0.74833,0.804,0.49741,1.32556,0.92072,1.32202,7.228e-05,7.228e-05,7.228e-05
58,6718.03,1.24735,0.90265,1.27927,0.78867,0.74886,0.80337,0.49645,1.30958,0.91626,1.31504,7.1785e-05,7.1785e-05,7.1785e-05
59,6820.07,1.24725,0.88527,1.2734,0.78774,0.76023,0.80378,0.48804,1.35698,0.90669,1.34302,7.129e-05,7.129e-05,7.129e-05
60,6924.21,1.23951,0.88763,1.27347,0.77289,0.76171,0.81083,0.50093,1.34845,0.90974,1.34281,7.0795e-05,7.0795e-05,7.0795e-05
61,7023.99,1.24548,0.89742,1.27781,0.75878,0.74916,0.805,0.48665,1.36743,0.90958,1.36313,7.03e-05,7.03e-05,7.03e-05
62,7124.48,1.23335,0.89033,1.26571,0.77563,0.75418,0.80348,0.48607,1.36151,0.91236,1.36675,6.9805e-05,6.9805e-05,6.9805e-05
63,7219.8,1.22665,0.87278,1.26488,0.75968,0.78846,0.81224,0.49225,1.333,0.8935,1.34459,6.931e-05,6.931e-05,6.931e-05
64,7317.81,1.22954,0.88035,1.26792,0.79783,0.7358,0.80651,0.48734,1.35047,0.90676,1.34706,6.8815e-05,6.8815e-05,6.8815e-05
65,7431.33,1.22289,0.86498,1.25926,0.76842,0.78177,0.80764,0.49778,1.34539,0.89768,1.34417,6.832e-05,6.832e-05,6.832e-05
66,7525.65,1.20862,0.85559,1.25486,0.76077,0.77926,0.80431,0.49536,1.32318,0.90566,1.32318,6.7825e-05,6.7825e-05,6.7825e-05
67,7612.72,1.22947,0.87359,1.26886,0.78332,0.77076,0.81674,0.51159,1.30312,0.87684,1.3123,6.733e-05,6.733e-05,6.733e-05
68,7714.99,1.21811,0.86557,1.25862,0.7811,0.77592,0.81904,0.51441,1.29584,0.87105,1.30364,6.6835e-05,6.6835e-05,6.6835e-05
69,7851.62,1.22375,0.87003,1.25979,0.77884,0.76849,0.8135,0.50283,1.32221,0.87811,1.33325,6.634e-05,6.634e-05,6.634e-05
70,8487.5,1.20227,0.84959,1.24731,0.76573,0.76589,0.80688,0.50213,1.31904,0.90779,1.33513,6.5845e-05,6.5845e-05,6.5845e-05
71,8582.29,1.2092,0.85317,1.24978,0.78941,0.75847,0.80947,0.50532,1.30272,0.88796,1.31588,6.535e-05,6.535e-05,6.535e-05
72,8678.08,1.20994,0.84966,1.25492,0.78542,0.77174,0.81793,0.5106,1.31126,0.87419,1.31466,6.4855e-05,6.4855e-05,6.4855e-05
73,8774.39,1.2023,0.8484,1.24938,0.7932,0.76171,0.81428,0.49949,1.35958,0.89328,1.35201,6.436e-05,6.436e-05,6.436e-05
74,8861,1.19287,0.82973,1.24883,0.79264,0.75585,0.81805,0.50581,1.34296,0.89773,1.35412,6.3865e-05,6.3865e-05,6.3865e-05
75,8950.31,1.18823,0.83104,1.24266,0.78842,0.77269,0.82065,0.51497,1.31717,0.87166,1.31983,6.337e-05,6.337e-05,6.337e-05
76,9049.79,1.19668,0.83635,1.24134,0.80157,0.76672,0.8185,0.51886,1.29498,0.85458,1.30854,6.2875e-05,6.2875e-05,6.2875e-05
77,9137.01,1.1925,0.82894,1.23782,0.79835,0.768,0.81633,0.51489,1.31999,0.87258,1.32315,6.238e-05,6.238e-05,6.238e-05
78,9252.16,1.19048,0.83779,1.24538,0.77225,0.78531,0.81768,0.51477,1.32357,0.87182,1.33887,6.1885e-05,6.1885e-05,6.1885e-05
79,9334.18,1.19333,0.82653,1.24408,0.79271,0.76741,0.82383,0.5199,1.31132,0.86007,1.32474,6.139e-05,6.139e-05,6.139e-05
80,9418.3,1.19024,0.82389,1.23966,0.79178,0.76306,0.8164,0.50629,1.3342,0.87172,1.34266,6.0895e-05,6.0895e-05,6.0895e-05
81,9514.51,1.18058,0.81511,1.23232,0.75774,0.78846,0.81296,0.507,1.32539,0.87499,1.33463,6.04e-05,6.04e-05,6.04e-05
82,9606.06,1.17985,0.81375,1.23522,0.76079,0.801,0.81856,0.50802,1.31433,0.86516,1.33424,5.9905e-05,5.9905e-05,5.9905e-05
83,9707.85,1.17999,0.8145,1.2332,0.75639,0.79182,0.82225,0.5141,1.32133,0.86636,1.33075,5.941e-05,5.941e-05,5.941e-05
84,9806.09,1.18009,0.81516,1.23254,0.77148,0.80268,0.82786,0.51906,1.29899,0.85427,1.31425,5.8915e-05,5.8915e-05,5.8915e-05
85,9891.61,1.16707,0.80695,1.22879,0.80275,0.76756,0.82353,0.51126,1.31759,0.85758,1.34181,5.842e-05,5.842e-05,5.842e-05
86,11193.7,1.17011,0.79663,1.22669,0.7875,0.78702,0.82446,0.51256,1.32223,0.85025,1.33566,5.7925e-05,5.7925e-05,5.7925e-05
87,11328.7,1.17366,0.79889,1.22581,0.76852,0.78837,0.82095,0.51276,1.31931,0.86229,1.33138,5.743e-05,5.743e-05,5.743e-05
88,11461.6,1.17368,0.80397,1.22811,0.77053,0.7893,0.82662,0.51244,1.31504,0.85502,1.32361,5.6935e-05,5.6935e-05,5.6935e-05
89,14073.3,1.1663,0.80284,1.22358,0.80017,0.7734,0.83167,0.52443,1.31855,0.84364,1.33003,5.644e-05,5.644e-05,5.644e-05
90,14159.8,1.16934,0.8032,1.22431,0.77809,0.7801,0.8267,0.51817,1.31342,0.85054,1.32712,5.5945e-05,5.5945e-05,5.5945e-05
91,14269.9,1.16219,0.79378,1.222,0.78881,0.76923,0.82466,0.5171,1.31971,0.85328,1.34007,5.545e-05,5.545e-05,5.545e-05
92,14371.9,1.15706,0.79327,1.22278,0.77813,0.77759,0.81665,0.51449,1.31667,0.86497,1.34501,5.4955e-05,5.4955e-05,5.4955e-05
93,14458.6,1.15496,0.78477,1.21821,0.78071,0.78261,0.82168,0.51895,1.31477,0.85794,1.33386,5.446e-05,5.446e-05,5.446e-05
94,14568.5,1.1527,0.78872,1.22183,0.78244,0.78094,0.82138,0.51513,1.32665,0.86236,1.34611,5.3965e-05,5.3965e-05,5.3965e-05
95,14673.2,1.14415,0.77627,1.21112,0.79087,0.77785,0.826,0.52093,1.32925,0.85811,1.34132,5.347e-05,5.347e-05,5.347e-05
96,14773.8,1.14307,0.78437,1.21098,0.79091,0.77592,0.81984,0.51609,1.32557,0.8573,1.34671,5.2975e-05,5.2975e-05,5.2975e-05
97,14874.5,1.13701,0.77058,1.20609,0.78934,0.78094,0.81887,0.51478,1.32306,0.85723,1.34387,5.248e-05,5.248e-05,5.248e-05
98,14975.9,1.15082,0.78083,1.21283,0.79988,0.76505,0.823,0.51424,1.33426,0.85148,1.34868,5.1985e-05,5.1985e-05,5.1985e-05
99,15736,1.14052,0.76737,1.20704,0.79043,0.77508,0.82587,0.51578,1.3316,0.85055,1.34026,5.149e-05,5.149e-05,5.149e-05
100,15964.6,1.13134,0.76797,1.20667,0.79732,0.76923,0.82443,0.51609,1.32213,0.8437,1.33628,5.0995e-05,5.0995e-05,5.0995e-05
101,16146.6,1.13435,0.7707,1.20226,0.78624,0.77807,0.82314,0.51901,1.31734,0.84788,1.34018,5.05e-05,5.05e-05,5.05e-05
102,16663.4,1.12754,0.76798,1.20436,0.78195,0.7801,0.82858,0.52083,1.31253,0.84608,1.33854,5.0005e-05,5.0005e-05,5.0005e-05
103,17153.4,1.12682,0.76296,1.20372,0.80135,0.76087,0.82327,0.51644,1.3086,0.84207,1.33501,4.951e-05,4.951e-05,4.951e-05
104,17318.5,1.11971,0.74532,1.19647,0.79914,0.76839,0.82009,0.51525,1.31716,0.84129,1.33583,4.9015e-05,4.9015e-05,4.9015e-05
105,17496.6,1.13943,0.7686,1.20756,0.81323,0.74631,0.8224,0.51767,1.3217,0.84679,1.34121,4.852e-05,4.852e-05,4.852e-05
106,17603.8,1.11843,0.75794,1.19523,0.79894,0.75251,0.82191,0.52212,1.29965,0.84589,1.33333,4.8025e-05,4.8025e-05,4.8025e-05
107,17703.9,1.12579,0.75713,1.20137,0.79676,0.76374,0.82327,0.52273,1.3052,0.84841,1.33756,4.753e-05,4.753e-05,4.753e-05
108,17796.4,1.11996,0.75875,1.1995,0.81048,0.75804,0.82173,0.52442,1.30142,0.84378,1.33477,4.7035e-05,4.7035e-05,4.7035e-05
109,17868.4,1.11328,0.74463,1.19183,0.79964,0.76421,0.81855,0.52065,1.31284,0.85228,1.34967,4.654e-05,4.654e-05,4.654e-05
110,17941.2,1.11354,0.7476,1.19289,0.80129,0.76338,0.81996,0.52074,1.30808,0.84422,1.34728,4.6045e-05,4.6045e-05,4.6045e-05
111,18013.6,1.11206,0.74452,1.18928,0.79412,0.77341,0.82255,0.51996,1.31047,0.83954,1.34827,4.555e-05,4.555e-05,4.555e-05
112,18086.9,1.11037,0.7373,1.18526,0.79684,0.7641,0.8216,0.52118,1.30721,0.84059,1.33983,4.5055e-05,4.5055e-05,4.5055e-05
113,18163.3,1.10397,0.73718,1.18501,0.80617,0.75812,0.82397,0.51861,1.30735,0.84264,1.33501,4.456e-05,4.456e-05,4.456e-05
114,18235.8,1.11431,0.74517,1.19372,0.79107,0.77879,0.82109,0.52236,1.30489,0.84237,1.3353,4.4065e-05,4.4065e-05,4.4065e-05
115,18308.2,1.10253,0.73644,1.18465,0.79344,0.77258,0.81965,0.52109,1.30986,0.84293,1.33672,4.357e-05,4.357e-05,4.357e-05
116,18380.2,1.10657,0.74352,1.18997,0.79378,0.76756,0.81967,0.51997,1.31041,0.84371,1.33931,4.3075e-05,4.3075e-05,4.3075e-05
117,18452.8,1.09765,0.73701,1.18787,0.79618,0.76755,0.81939,0.51969,1.31639,0.8465,1.34851,4.258e-05,4.258e-05,4.258e-05
118,18525.8,1.09765,0.73279,1.18448,0.80273,0.7592,0.81952,0.51694,1.32023,0.84647,1.35122,4.2085e-05,4.2085e-05,4.2085e-05
119,18598.4,1.10204,0.73309,1.18708,0.80314,0.76753,0.82462,0.52273,1.31858,0.84445,1.35829,4.159e-05,4.159e-05,4.159e-05
120,18671.3,1.09231,0.72578,1.17764,0.80474,0.76502,0.82349,0.5233,1.31628,0.85004,1.35461,4.1095e-05,4.1095e-05,4.1095e-05
121,18744.1,1.09509,0.72751,1.18063,0.79294,0.77341,0.8234,0.52355,1.31738,0.85248,1.3575,4.06e-05,4.06e-05,4.06e-05
122,18816.9,1.08959,0.73047,1.18027,0.8004,0.76589,0.82236,0.52253,1.31379,0.84842,1.35276,4.0105e-05,4.0105e-05,4.0105e-05
123,18889.6,1.09645,0.73098,1.18744,0.7937,0.76839,0.82235,0.52309,1.31246,0.84377,1.35505,3.961e-05,3.961e-05,3.961e-05
124,18962.2,1.09236,0.72946,1.17944,0.79632,0.77147,0.82336,0.52402,1.31021,0.84336,1.34708,3.9115e-05,3.9115e-05,3.9115e-05
125,19034.8,1.08854,0.71592,1.17167,0.79907,0.76811,0.82306,0.52391,1.30918,0.83995,1.34504,3.862e-05,3.862e-05,3.862e-05
126,19108.7,1.08265,0.71986,1.17625,0.79724,0.77256,0.82165,0.52258,1.30986,0.84184,1.34556,3.8125e-05,3.8125e-05,3.8125e-05
127,19182.2,1.07702,0.71368,1.16897,0.79741,0.76923,0.82236,0.52089,1.3101,0.84267,1.34819,3.763e-05,3.763e-05,3.763e-05
128,19255.9,1.08288,0.71935,1.17107,0.78637,0.77341,0.82064,0.52195,1.31525,0.84229,1.35249,3.7135e-05,3.7135e-05,3.7135e-05
129,19327.7,1.07868,0.71322,1.17547,0.78063,0.7709,0.8186,0.51975,1.31581,0.8433,1.3515,3.664e-05,3.664e-05,3.664e-05
130,19399.5,1.0747,0.7081,1.17267,0.78886,0.76839,0.81951,0.5192,1.31278,0.84469,1.34969,3.6145e-05,3.6145e-05,3.6145e-05
131,19473.3,1.07162,0.71059,1.16822,0.79026,0.76869,0.81942,0.52145,1.30854,0.84278,1.34873,3.565e-05,3.565e-05,3.565e-05
132,19547.1,1.07254,0.70716,1.16459,0.79294,0.76845,0.81821,0.51996,1.31363,0.84251,1.35586,3.5155e-05,3.5155e-05,3.5155e-05
133,19619.6,1.07968,0.71134,1.16928,0.78956,0.77174,0.81699,0.52046,1.30985,0.84332,1.35337,3.466e-05,3.466e-05,3.466e-05
134,19692.1,1.07089,0.70596,1.16262,0.79047,0.76756,0.8163,0.52161,1.30795,0.84427,1.34903,3.4165e-05,3.4165e-05,3.4165e-05
135,19765.5,1.06766,0.70275,1.16682,0.77289,0.77967,0.81639,0.52029,1.30779,0.84295,1.34821,3.367e-05,3.367e-05,3.367e-05
136,19837.6,1.06284,0.70057,1.15838,0.77691,0.78036,0.81745,0.52045,1.31136,0.84601,1.34973,3.3175e-05,3.3175e-05,3.3175e-05
137,19911,1.06339,0.70105,1.15992,0.78166,0.78428,0.81982,0.51916,1.31212,0.84482,1.35389,3.268e-05,3.268e-05,3.268e-05
138,19984,1.0681,0.69783,1.16474,0.77856,0.78196,0.82013,0.52063,1.31246,0.84677,1.35447,3.2185e-05,3.2185e-05,3.2185e-05
139,20056.6,1.05991,0.69715,1.16362,0.77811,0.77843,0.81964,0.52088,1.30983,0.84823,1.35562,3.169e-05,3.169e-05,3.169e-05
140,20128.4,1.06414,0.69943,1.16476,0.78591,0.78094,0.82157,0.52169,1.31054,0.84639,1.35613,3.1195e-05,3.1195e-05,3.1195e-05
141,20199.9,1.05661,0.69076,1.15926,0.78837,0.77592,0.82192,0.52177,1.30803,0.84452,1.35613,3.07e-05,3.07e-05,3.07e-05
142,20282.9,1.0528,0.69081,1.15691,0.80203,0.76589,0.82292,0.52275,1.30705,0.84617,1.35762,3.0205e-05,3.0205e-05,3.0205e-05
143,20403,1.07202,0.70048,1.16595,0.78801,0.77759,0.82271,0.52268,1.3066,0.84608,1.35826,2.971e-05,2.971e-05,2.971e-05
144,20477,1.05086,0.70444,1.15739,0.79251,0.77592,0.82299,0.52364,1.30605,0.84536,1.35618,2.9215e-05,2.9215e-05,2.9215e-05
145,20548.9,1.04452,0.68216,1.15546,0.79505,0.77258,0.82353,0.52321,1.30644,0.8467,1.35623,2.872e-05,2.872e-05,2.872e-05
146,20621.4,1.04679,0.69195,1.15266,0.79304,0.77341,0.82259,0.52399,1.30801,0.84811,1.35469,2.8225e-05,2.8225e-05,2.8225e-05
147,20695.2,1.04813,0.68512,1.15555,0.77682,0.78679,0.82193,0.52435,1.30707,0.84588,1.35437,2.773e-05,2.773e-05,2.773e-05
148,20769.4,1.04251,0.68776,1.15339,0.77801,0.78532,0.82103,0.52422,1.30831,0.84738,1.35711,2.7235e-05,2.7235e-05,2.7235e-05
149,20843.2,1.04203,0.68127,1.15031,0.78413,0.78055,0.81951,0.5237,1.30823,0.84798,1.35832,2.674e-05,2.674e-05,2.674e-05
150,20917.1,1.04331,0.68236,1.14762,0.77558,0.79173,0.81959,0.52323,1.30667,0.84887,1.358,2.6245e-05,2.6245e-05,2.6245e-05
151,20991.4,1.04651,0.6848,1.14894,0.79238,0.77543,0.81998,0.5226,1.30768,0.85025,1.3571,2.575e-05,2.575e-05,2.575e-05
152,21063.7,1.03572,0.68138,1.1486,0.791,0.77592,0.82012,0.52228,1.30927,0.85028,1.35802,2.5255e-05,2.5255e-05,2.5255e-05
153,21135.8,1.03579,0.67321,1.14847,0.79111,0.77676,0.82056,0.52288,1.31098,0.85009,1.36101,2.476e-05,2.476e-05,2.476e-05
154,21209.3,1.02685,0.67081,1.14479,0.79024,0.77759,0.81922,0.52285,1.312,0.84915,1.36347,2.4265e-05,2.4265e-05,2.4265e-05
155,21283.3,1.03601,0.67944,1.14808,0.7922,0.77759,0.81892,0.52241,1.31262,0.84897,1.3639,2.377e-05,2.377e-05,2.377e-05
156,21357.4,1.04597,0.68313,1.15048,0.79416,0.77744,0.81895,0.52223,1.3129,0.84903,1.36547,2.3275e-05,2.3275e-05,2.3275e-05
157,21501,1.02467,0.67316,1.14071,0.78914,0.77592,0.81938,0.52191,1.31266,0.84912,1.36679,2.278e-05,2.278e-05,2.278e-05
158,21650.1,1.03249,0.67667,1.14652,0.79907,0.77142,0.81934,0.52135,1.31271,0.84891,1.36537,2.2285e-05,2.2285e-05,2.2285e-05
159,21773.2,1.03267,0.67585,1.14287,0.80225,0.76839,0.81972,0.52212,1.31355,0.84813,1.36653,2.179e-05,2.179e-05,2.179e-05
160,21913.6,1.01824,0.66365,1.13995,0.79852,0.77007,0.81988,0.52333,1.3134,0.84966,1.36689,2.1295e-05,2.1295e-05,2.1295e-05
161,22066.1,1.03419,0.67101,1.14496,0.79804,0.76981,0.81961,0.52348,1.31427,0.85105,1.36721,2.08e-05,2.08e-05,2.08e-05
162,22198.7,1.02367,0.66653,1.14315,0.79901,0.77113,0.82048,0.52342,1.314,0.84966,1.36787,2.0305e-05,2.0305e-05,2.0305e-05
163,22316.4,1.01889,0.66011,1.13824,0.79289,0.77341,0.81996,0.52413,1.31341,0.84856,1.36828,1.981e-05,1.981e-05,1.981e-05
164,22456.6,1.02809,0.67225,1.13891,0.79944,0.7709,0.82025,0.52435,1.31252,0.84881,1.36702,1.9315e-05,1.9315e-05,1.9315e-05
165,22570.6,1.01371,0.65968,1.13677,0.78774,0.77886,0.82016,0.52333,1.31235,0.84938,1.36715,1.882e-05,1.882e-05,1.882e-05
166,22689.5,1.01099,0.66531,1.13873,0.78216,0.78679,0.82059,0.52302,1.31183,0.84936,1.36533,1.8325e-05,1.8325e-05,1.8325e-05
167,22819.7,1.01124,0.65813,1.13184,0.77922,0.78791,0.81998,0.52324,1.31019,0.84911,1.36382,1.783e-05,1.783e-05,1.783e-05
168,22937.7,1.01283,0.65693,1.1353,0.78144,0.78512,0.8195,0.52329,1.31083,0.84918,1.36428,1.7335e-05,1.7335e-05,1.7335e-05
169,23082.6,1.01566,0.66394,1.14155,0.78162,0.78705,0.82092,0.52368,1.31078,0.85101,1.364,1.684e-05,1.684e-05,1.684e-05
170,23220.7,1.01829,0.66538,1.13454,0.78278,0.78679,0.82071,0.52403,1.31152,0.85019,1.365,1.6345e-05,1.6345e-05,1.6345e-05
171,23360.8,1.01282,0.65676,1.13521,0.78514,0.78595,0.82051,0.52376,1.31154,0.85035,1.36522,1.585e-05,1.585e-05,1.585e-05
172,23516.3,1.01239,0.65872,1.13436,0.78694,0.77926,0.82006,0.52483,1.312,0.84981,1.36629,1.5355e-05,1.5355e-05,1.5355e-05
173,23641,1.01413,0.65487,1.13135,0.78649,0.78232,0.81994,0.52425,1.31283,0.84921,1.36781,1.486e-05,1.486e-05,1.486e-05
