epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,2730.88,1.48564,1.61499,1.42355,0.73229,0.67475,0.74615,0.44439,1.33596,1.35221,1.32105,7.888e-05,7.888e-05,7.888e-05
34,2812.29,1.47651,1.60304,1.42325,0.72289,0.68487,0.74888,0.44375,1.33282,1.34458,1.31479,7.822e-05,7.822e-05,7.822e-05
35,2893.86,1.4837,1.60831,1.42967,0.7449,0.67224,0.7527,0.44753,1.33372,1.34213,1.31671,7.756e-05,7.756e-05,7.756e-05
36,2975.53,1.47798,1.59296,1.41989,0.74224,0.67726,0.7567,0.44775,1.33952,1.33462,1.3183,7.69e-05,7.69e-05,7.69e-05
37,3057.04,1.47077,1.58359,1.4143,0.75441,0.67726,0.75211,0.44821,1.31898,1.33394,1.31007,7.624e-05,7.624e-05,7.624e-05
38,3138.44,1.46098,1.57217,1.40923,0.73682,0.66722,0.74233,0.44361,1.32987,1.33764,1.31445,7.558e-05,7.558e-05,7.558e-05
39,3220.23,1.46506,1.56043,1.41221,0.75132,0.67893,0.75698,0.4486,1.34194,1.30942,1.31988,7.492e-05,7.492e-05,7.492e-05
40,3301.52,1.47279,1.57496,1.41388,0.7603,0.66303,0.75547,0.45151,1.33648,1.31499,1.31239,7.426e-05,7.426e-05,7.426e-05
41,3383.56,1.47586,1.55916,1.42077,0.74672,0.67391,0.76024,0.45199,1.34011,1.31054,1.31936,7.36e-05,7.36e-05,7.36e-05
42,3465.45,1.47541,1.55949,1.4199,0.76147,0.67224,0.75612,0.4465,1.33808,1.30204,1.31857,7.294e-05,7.294e-05,7.294e-05
43,3547.38,1.45808,1.54535,1.40254,0.74487,0.67977,0.75426,0.44837,1.33843,1.29506,1.31528,7.228e-05,7.228e-05,7.228e-05
44,3628.93,1.4633,1.53923,1.40604,0.75427,0.6827,0.75826,0.4519,1.33217,1.28799,1.31407,7.162e-05,7.162e-05,7.162e-05
45,3710.47,1.4584,1.53092,1.41031,0.75835,0.68227,0.75948,0.45439,1.33265,1.28004,1.31585,7.096e-05,7.096e-05,7.096e-05
46,3791.9,1.45032,1.53134,1.405,0.75313,0.6898,0.76638,0.45712,1.32249,1.2828,1.31108,7.03e-05,7.03e-05,7.03e-05
47,3873.44,1.46496,1.51962,1.40654,0.75232,0.69843,0.76637,0.45781,1.33074,1.27314,1.31166,6.964e-05,6.964e-05,6.964e-05
48,3954.5,1.45038,1.51082,1.40402,0.74523,0.69649,0.76248,0.45086,1.32773,1.26891,1.31502,6.898e-05,6.898e-05,6.898e-05
49,4035.81,1.45912,1.5071,1.40108,0.76048,0.67164,0.76032,0.45153,1.33064,1.28046,1.31273,6.832e-05,6.832e-05,6.832e-05
50,4117.64,1.4548,1.51587,1.40894,0.74962,0.6909,0.76097,0.4496,1.33176,1.28515,1.31598,6.766e-05,6.766e-05,6.766e-05
51,4199.11,1.4506,1.51207,1.40411,0.74748,0.6831,0.75772,0.45115,1.32193,1.2674,1.31168,6.7e-05,6.7e-05,6.7e-05
52,4280.56,1.4517,1.50678,1.39726,0.76622,0.66722,0.76094,0.45407,1.32215,1.2681,1.30803,6.634e-05,6.634e-05,6.634e-05
53,4362.49,1.44929,1.49582,1.40138,0.76003,0.6898,0.76429,0.45443,1.33222,1.25871,1.31288,6.568e-05,6.568e-05,6.568e-05
54,4444.22,1.44459,1.48983,1.39701,0.76604,0.67809,0.76488,0.45771,1.32557,1.24919,1.30912,6.502e-05,6.502e-05,6.502e-05
55,4525.69,1.45335,1.48384,1.39984,0.75968,0.68454,0.7653,0.45833,1.32208,1.25264,1.30727,6.436e-05,6.436e-05,6.436e-05
56,4607.69,1.44974,1.48824,1.39442,0.74739,0.69021,0.75975,0.4526,1.33974,1.25751,1.31585,6.37e-05,6.37e-05,6.37e-05
57,4689.43,1.44829,1.49021,1.39779,0.76258,0.67057,0.75681,0.45,1.33959,1.26043,1.31945,6.304e-05,6.304e-05,6.304e-05
58,4771.2,1.43437,1.473,1.39447,0.76931,0.67754,0.76197,0.45592,1.32103,1.25416,1.31057,6.238e-05,6.238e-05,6.238e-05
59,4853.13,1.43341,1.46662,1.38802,0.76693,0.66639,0.76272,0.45768,1.32304,1.24492,1.30733,6.172e-05,6.172e-05,6.172e-05
60,4934.99,1.43808,1.46589,1.39018,0.76403,0.67391,0.76084,0.45451,1.32918,1.24524,1.31627,6.106e-05,6.106e-05,6.106e-05
61,5016.82,1.43403,1.4536,1.39033,0.7651,0.6806,0.76712,0.46054,1.31788,1.2388,1.30653,6.04e-05,6.04e-05,6.04e-05
62,5098.42,1.4457,1.46152,1.38998,0.7759,0.67224,0.76423,0.45468,1.33089,1.24807,1.31114,5.974e-05,5.974e-05,5.974e-05
63,5180.34,1.44215,1.44593,1.39079,0.74372,0.69147,0.76631,0.45572,1.33267,1.24037,1.31226,5.908e-05,5.908e-05,5.908e-05
64,5261.71,1.43858,1.44824,1.39213,0.75417,0.68478,0.76911,0.45683,1.33162,1.23713,1.31274,5.842e-05,5.842e-05,5.842e-05
65,5343.47,1.44435,1.45109,1.39078,0.76712,0.68305,0.76608,0.45626,1.32418,1.23218,1.30699,5.776e-05,5.776e-05,5.776e-05
66,5425.19,1.43424,1.4447,1.39067,0.75538,0.68562,0.76583,0.45791,1.32274,1.22887,1.30497,5.71e-05,5.71e-05,5.71e-05
67,5506.95,1.43648,1.44571,1.3881,0.77879,0.67308,0.762,0.45642,1.32292,1.22841,1.30428,5.644e-05,5.644e-05,5.644e-05
68,5588.81,1.43633,1.44656,1.38707,0.75804,0.69147,0.7649,0.45742,1.32057,1.22466,1.30792,5.578e-05,5.578e-05,5.578e-05
69,5670.82,1.43128,1.44313,1.38719,0.75928,0.68311,0.76853,0.46025,1.31853,1.22001,1.30421,5.512e-05,5.512e-05,5.512e-05
70,5752.53,1.4325,1.43563,1.38297,0.76587,0.69064,0.76793,0.45866,1.32249,1.22137,1.30634,5.446e-05,5.446e-05,5.446e-05
71,5833.75,1.42965,1.427,1.3781,0.76563,0.6714,0.76583,0.45893,1.32539,1.22984,1.30679,5.38e-05,5.38e-05,5.38e-05
72,5915.54,1.43324,1.42268,1.38704,0.77175,0.67224,0.76136,0.45295,1.33523,1.2301,1.3129,5.314e-05,5.314e-05,5.314e-05
73,5997.16,1.4267,1.42201,1.3828,0.75884,0.69195,0.7667,0.45773,1.32811,1.2292,1.3091,5.248e-05,5.248e-05,5.248e-05
74,6078.72,1.42269,1.41822,1.38666,0.73038,0.70151,0.76105,0.45341,1.32899,1.22957,1.3143,5.182e-05,5.182e-05,5.182e-05
75,6160.5,1.4248,1.42097,1.38157,0.73173,0.70927,0.76693,0.4583,1.32701,1.21855,1.30955,5.116e-05,5.116e-05,5.116e-05
76,6241.74,1.42579,1.41566,1.38146,0.75529,0.70318,0.76904,0.46119,1.32582,1.21171,1.30762,5.05e-05,5.05e-05,5.05e-05
77,6323.68,1.42154,1.41663,1.37741,0.71985,0.72575,0.76774,0.45978,1.32624,1.214,1.30821,4.984e-05,4.984e-05,4.984e-05
78,6405.51,1.43036,1.41999,1.38432,0.73526,0.71154,0.76713,0.46078,1.3274,1.20675,1.30908,4.918e-05,4.918e-05,4.918e-05
79,6487.25,1.42041,1.41392,1.381,0.73934,0.71147,0.76981,0.4578,1.33295,1.20987,1.31361,4.852e-05,4.852e-05,4.852e-05
80,6569.02,1.42851,1.41036,1.38225,0.75841,0.69558,0.76829,0.46013,1.32408,1.20502,1.30801,4.786e-05,4.786e-05,4.786e-05
81,6650.58,1.41576,1.40769,1.37593,0.73961,0.71722,0.76847,0.46026,1.33344,1.20362,1.31344,4.72e-05,4.72e-05,4.72e-05
82,6732.05,1.42403,1.41,1.37927,0.75977,0.699,0.76698,0.46027,1.32549,1.20364,1.30714,4.654e-05,4.654e-05,4.654e-05
83,6813.8,1.42865,1.40976,1.3802,0.76531,0.69147,0.76846,0.46172,1.32482,1.20407,1.30593,4.588e-05,4.588e-05,4.588e-05
84,6895.75,1.41725,1.39546,1.37699,0.74383,0.70987,0.7717,0.46165,1.323,1.20035,1.30738,4.522e-05,4.522e-05,4.522e-05
85,6977.36,1.42315,1.40537,1.3774,0.74557,0.70819,0.76955,0.46249,1.32644,1.19474,1.30927,4.456e-05,4.456e-05,4.456e-05
86,7059.4,1.42052,1.38908,1.37551,0.73595,0.71077,0.76914,0.46144,1.32501,1.19806,1.30794,4.39e-05,4.39e-05,4.39e-05
87,7141.1,1.412,1.38709,1.36917,0.7299,0.71823,0.77134,0.46023,1.3283,1.19877,1.30783,4.324e-05,4.324e-05,4.324e-05
88,7223.19,1.41672,1.39135,1.37678,0.73689,0.71656,0.77036,0.45821,1.33061,1.19763,1.30974,4.258e-05,4.258e-05,4.258e-05
89,7304.34,1.41223,1.37862,1.36652,0.75097,0.70852,0.76944,0.45739,1.33314,1.20007,1.31148,4.192e-05,4.192e-05,4.192e-05
90,7386.37,1.41437,1.38332,1.37333,0.7399,0.71353,0.77021,0.45748,1.33275,1.19749,1.3103,4.126e-05,4.126e-05,4.126e-05
91,7468.36,1.41359,1.40333,1.38328,0.73914,0.71546,0.76762,0.46084,1.32665,1.19263,1.30945,4.06e-05,4.06e-05,4.06e-05
92,7550.81,1.40363,1.37984,1.37005,0.75381,0.70234,0.76735,0.46055,1.32666,1.19279,1.30877,3.994e-05,3.994e-05,3.994e-05
93,7632.96,1.40722,1.37737,1.36581,0.75399,0.70728,0.77146,0.46063,1.32959,1.19508,1.30916,3.928e-05,3.928e-05,3.928e-05
94,7714.98,1.41513,1.38512,1.36914,0.75348,0.71321,0.77085,0.46133,1.32622,1.1873,1.30732,3.862e-05,3.862e-05,3.862e-05
95,7796.59,1.41746,1.38335,1.37182,0.75228,0.71237,0.77122,0.46022,1.33052,1.18743,1.30937,3.796e-05,3.796e-05,3.796e-05
96,7878.22,1.40914,1.37818,1.37659,0.72696,0.72408,0.76785,0.45944,1.32955,1.19118,1.30788,3.73e-05,3.73e-05,3.73e-05
97,7960.48,1.40276,1.3697,1.36661,0.72088,0.73244,0.76816,0.45831,1.32803,1.19034,1.30846,3.664e-05,3.664e-05,3.664e-05
98,8042.44,1.41333,1.38028,1.37669,0.734,0.71752,0.76808,0.45945,1.3293,1.19012,1.30891,3.598e-05,3.598e-05,3.598e-05
99,8124.43,1.42045,1.38086,1.37687,0.73461,0.72826,0.76711,0.46164,1.32473,1.1842,1.30833,3.532e-05,3.532e-05,3.532e-05
100,8206.25,1.40446,1.37925,1.37147,0.7347,0.73161,0.76898,0.4606,1.32673,1.18184,1.30983,3.466e-05,3.466e-05,3.466e-05
