epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,15661.6,1.04036,0.68599,1.14599,0.75804,0.79515,0.80006,0.49068,1.36517,0.89066,1.40853,2.08e-05,2.08e-05,2.08e-05
162,15750.1,1.03844,0.68605,1.14741,0.75777,0.79515,0.80023,0.49063,1.3655,0.89043,1.40859,2.0305e-05,2.0305e-05,2.0305e-05
163,15836.9,1.04014,0.68265,1.14602,0.75916,0.79596,0.80006,0.49063,1.36485,0.89093,1.40737,1.981e-05,1.981e-05,1.981e-05
164,15930.2,1.04396,0.69048,1.14294,0.75793,0.79324,0.79951,0.49034,1.36587,0.89183,1.40786,1.9315e-05,1.9315e-05,1.9315e-05
165,16020.7,1.02676,0.67932,1.14052,0.75731,0.79348,0.80006,0.49084,1.36636,0.89336,1.40775,1.882e-05,1.882e-05,1.882e-05
166,16110,1.0286,0.68392,1.14738,0.75663,0.79545,0.79964,0.49178,1.36553,0.89316,1.40768,1.8325e-05,1.8325e-05,1.8325e-05
167,16192.7,1.03029,0.67743,1.14193,0.75928,0.79599,0.80053,0.49131,1.36419,0.89272,1.4064,1.783e-05,1.783e-05,1.783e-05
168,16280,1.03242,0.67857,1.14248,0.7588,0.79699,0.80096,0.49187,1.36419,0.89216,1.40595,1.7335e-05,1.7335e-05,1.7335e-05
169,16375.6,1.03718,0.68692,1.14977,0.76364,0.79682,0.80039,0.49204,1.36413,0.89239,1.40607,1.684e-05,1.684e-05,1.684e-05
170,16465.3,1.03466,0.68152,1.14263,0.76471,0.79623,0.80015,0.49183,1.36057,0.8935,1.398,1.6345e-05,1.6345e-05,1.6345e-05
171,16553.9,1.02916,0.67995,1.14279,0.76569,0.79431,0.80005,0.49227,1.36074,0.89418,1.39822,1.585e-05,1.585e-05,1.585e-05
172,16640.2,1.02964,0.67927,1.14098,0.76528,0.79181,0.8001,0.49151,1.3616,0.89468,1.39923,1.5355e-05,1.5355e-05,1.5355e-05
173,17928.7,1.02522,0.67239,1.13565,0.76583,0.79013,0.79945,0.49097,1.36165,0.89535,1.39976,1.486e-05,1.486e-05,1.486e-05
174,18036.9,1.03142,0.67927,1.14225,0.76557,0.79013,0.79934,0.49048,1.36111,0.89522,1.39921,1.4365e-05,1.4365e-05,1.4365e-05
175,18419.4,1.02445,0.6767,1.13921,0.76506,0.7923,0.79907,0.48979,1.36087,0.89498,1.3995,1.387e-05,1.387e-05,1.387e-05
176,18754.1,1.02026,0.67674,1.13779,0.76582,0.79181,0.79961,0.49042,1.36065,0.89552,1.3992,1.3375e-05,1.3375e-05,1.3375e-05
177,20816.6,1.02479,0.67218,1.13769,0.76554,0.7917,0.79963,0.49042,1.36095,0.8954,1.39967,1.288e-05,1.288e-05,1.288e-05
178,20901,1.0233,0.66575,1.13643,0.76427,0.79157,0.79853,0.48943,1.36098,0.89563,1.40011,1.2385e-05,1.2385e-05,1.2385e-05
179,20998.2,1.03092,0.67847,1.13924,0.76435,0.79192,0.79885,0.49027,1.3609,0.89461,1.40024,1.189e-05,1.189e-05,1.189e-05
180,21091,1.02032,0.66784,1.13599,0.76412,0.79091,0.79889,0.4913,1.36129,0.89498,1.40106,1.1395e-05,1.1395e-05,1.1395e-05
181,21176.9,1.02199,0.66501,1.13568,0.7634,0.78846,0.79855,0.49093,1.361,0.89433,1.4014,1.09e-05,1.09e-05,1.09e-05
182,21272.6,1.01617,0.66808,1.13279,0.76384,0.78846,0.79863,0.49033,1.36145,0.89247,1.40259,1.0405e-05,1.0405e-05,1.0405e-05
183,21366.8,1.02428,0.66842,1.13777,0.76454,0.7873,0.79844,0.49078,1.36153,0.89187,1.4025,9.91e-06,9.91e-06,9.91e-06
184,21462.2,1.01801,0.67215,1.13688,0.76452,0.78679,0.79847,0.49045,1.36117,0.8921,1.40295,9.415e-06,9.415e-06,9.415e-06
185,21554.6,1.01394,0.66546,1.13029,0.76522,0.78679,0.79826,0.49048,1.36111,0.89164,1.40265,8.92e-06,8.92e-06,8.92e-06
186,21651.4,1.01705,0.66675,1.12978,0.76671,0.78679,0.79843,0.49059,1.36089,0.88992,1.4025,8.425e-06,8.425e-06,8.425e-06
187,21767.7,1.01226,0.66668,1.12892,0.76964,0.78497,0.79822,0.49115,1.36091,0.88941,1.40324,7.93e-06,7.93e-06,7.93e-06
188,22176.7,1.0206,0.66495,1.13827,0.7692,0.78428,0.79844,0.49086,1.36056,0.88976,1.40305,7.435e-06,7.435e-06,7.435e-06
189,22554.8,1.01747,0.66555,1.1302,0.76921,0.78428,0.79848,0.49106,1.36443,0.88916,1.41093,6.94e-06,6.94e-06,6.94e-06
190,22704.4,1.00793,0.66378,1.12678,0.76885,0.78428,0.79791,0.49055,1.36445,0.88889,1.41096,6.445e-06,6.445e-06,6.445e-06
191,22858.3,1.0299,0.606,1.13825,0.76916,0.78428,0.79812,0.49071,1.36531,0.8878,1.41221,5.95e-06,5.95e-06,5.95e-06
192,23013.6,0.97717,0.55466,1.11062,0.76853,0.78428,0.79813,0.49222,1.3639,0.88709,1.41077,5.455e-06,5.455e-06,5.455e-06
193,23457.2,0.96262,0.54549,1.10051,0.77078,0.78595,0.79981,0.49114,1.35837,0.88714,1.40034,4.96e-06,4.96e-06,4.96e-06
194,23879.6,0.95001,0.53555,1.09242,0.76607,0.78763,0.79973,0.49114,1.35725,0.88611,1.39896,4.465e-06,4.465e-06,4.465e-06
195,24003.1,0.94279,0.53245,1.08767,0.76651,0.78779,0.79974,0.49056,1.35706,0.88565,1.39846,3.97e-06,3.97e-06,3.97e-06
196,24166.7,0.93817,0.52759,1.08878,0.76652,0.7878,0.79913,0.49043,1.36025,0.88432,1.40431,3.475e-06,3.475e-06,3.475e-06
197,24253.6,0.94478,0.52884,1.09214,0.76757,0.78971,0.79939,0.49012,1.35984,0.88465,1.40423,2.98e-06,2.98e-06,2.98e-06
198,24342.9,0.94528,0.52571,1.08935,0.76698,0.79097,0.7996,0.49034,1.35992,0.8847,1.40437,2.485e-06,2.485e-06,2.485e-06
199,24429.4,0.93239,0.52554,1.08924,0.76627,0.79097,0.79903,0.49001,1.35941,0.88454,1.40426,1.99e-06,1.99e-06,1.99e-06
200,24512.1,0.93691,0.52649,1.08681,0.76389,0.79431,0.79895,0.48976,1.35937,0.88449,1.40407,1.495e-06,1.495e-06,1.495e-06
