epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,19117.3,1.11132,0.75606,1.29708,0.7981,0.76254,0.81921,0.51751,1.31458,0.84239,1.47331,1.8325e-05,1.8325e-05,1.8325e-05
167,19203,1.11122,0.7485,1.29116,0.79953,0.76171,0.81932,0.51783,1.31432,0.84095,1.47376,1.783e-05,1.783e-05,1.783e-05
168,19288.5,1.11553,0.74829,1.29371,0.80364,0.76003,0.81933,0.51787,1.31503,0.84126,1.47421,1.7335e-05,1.7335e-05,1.7335e-05
169,19374.1,1.12291,0.75843,1.30282,0.8035,0.7592,0.81985,0.51709,1.3142,0.83939,1.47344,1.684e-05,1.684e-05,1.684e-05
170,19459.5,1.11203,0.75035,1.29201,0.80431,0.75946,0.81966,0.51783,1.31525,0.84051,1.47427,1.6345e-05,1.6345e-05,1.6345e-05
171,19544.7,1.11357,0.74988,1.29295,0.8046,0.76003,0.81941,0.51685,1.31565,0.84065,1.47502,1.585e-05,1.585e-05,1.585e-05
172,19629.7,1.1151,0.75241,1.29364,0.80382,0.76057,0.81956,0.51715,1.31434,0.84115,1.47428,1.5355e-05,1.5355e-05,1.5355e-05
173,19715,1.1172,0.74807,1.29691,0.80171,0.76003,0.82004,0.51606,1.31448,0.84075,1.47458,1.486e-05,1.486e-05,1.486e-05
174,19800.6,1.11152,0.74834,1.29469,0.8115,0.74833,0.81974,0.51617,1.31395,0.84152,1.47409,1.4365e-05,1.4365e-05,1.4365e-05
175,19886.2,1.10132,0.74417,1.28797,0.81122,0.74833,0.81966,0.51645,1.31435,0.84169,1.47485,1.387e-05,1.387e-05,1.387e-05
176,19971.6,1.10383,0.74442,1.28682,0.80939,0.74913,0.81976,0.5165,1.31478,0.84099,1.47558,1.3375e-05,1.3375e-05,1.3375e-05
177,20057.1,1.1052,0.74544,1.29023,0.80941,0.74749,0.81985,0.51657,1.31504,0.83983,1.47588,1.288e-05,1.288e-05,1.288e-05
178,20147,1.1025,0.74011,1.28844,0.81954,0.74045,0.82001,0.51571,1.31562,0.83998,1.47666,1.2385e-05,1.2385e-05,1.2385e-05
179,20232.1,1.11289,0.74972,1.29397,0.82044,0.7408,0.82024,0.51679,1.31493,0.83929,1.4763,1.189e-05,1.189e-05,1.189e-05
180,20316.8,1.10814,0.7427,1.29116,0.82377,0.73869,0.82019,0.51615,1.31507,0.84046,1.47692,1.1395e-05,1.1395e-05,1.1395e-05
181,20401.4,1.10811,0.73711,1.28901,0.82172,0.73913,0.82042,0.51667,1.31438,0.84019,1.47633,1.09e-05,1.09e-05,1.09e-05
182,20486.3,1.09375,0.74078,1.2787,0.82238,0.73997,0.82085,0.51735,1.31408,0.83975,1.47651,1.0405e-05,1.0405e-05,1.0405e-05
183,20571.3,1.11122,0.74386,1.29514,0.82132,0.73997,0.82087,0.51701,1.31385,0.83927,1.47684,9.91e-06,9.91e-06,9.91e-06
184,20656.2,1.10374,0.74607,1.29222,0.82272,0.73913,0.82072,0.51716,1.3133,0.83847,1.4763,9.415e-06,9.415e-06,9.415e-06
185,20741.1,1.09959,0.73626,1.28658,0.82242,0.7396,0.82089,0.51767,1.31259,0.8381,1.4761,8.92e-06,8.92e-06,8.92e-06
186,20829.1,1.10587,0.73364,1.28065,0.81492,0.74164,0.82054,0.51719,1.31267,0.83764,1.47646,8.425e-06,8.425e-06,8.425e-06
187,20917.9,1.09449,0.73425,1.27853,0.81588,0.7408,0.81988,0.51747,1.31234,0.83709,1.47667,7.93e-06,7.93e-06,7.93e-06
188,21006.5,1.10506,0.73859,1.2878,0.80617,0.74766,0.8206,0.5173,1.31218,0.8371,1.47682,7.435e-06,7.435e-06,7.435e-06
189,21095.4,1.10197,0.73806,1.27804,0.80635,0.74749,0.82035,0.51698,1.31237,0.83622,1.47747,6.94e-06,6.94e-06,6.94e-06
190,21184.8,1.09756,0.7328,1.27878,0.80619,0.75124,0.82058,0.51723,1.31174,0.83685,1.4773,6.445e-06,6.445e-06,6.445e-06
191,21269.1,1.10167,0.64732,1.30278,0.8067,0.74916,0.82048,0.51742,1.31216,0.83664,1.47782,5.95e-06,5.95e-06,5.95e-06
192,21353.3,1.06708,0.60749,1.27858,0.81108,0.74666,0.82039,0.51779,1.31274,0.83685,1.47869,5.455e-06,5.455e-06,5.455e-06
193,21437.4,1.04499,0.59095,1.26448,0.8149,0.74498,0.82076,0.51812,1.3127,0.83623,1.47875,4.96e-06,4.96e-06,4.96e-06
194,21521.4,1.04139,0.58908,1.26167,0.82085,0.7432,0.82059,0.51804,1.31258,0.83575,1.47895,4.465e-06,4.465e-06,4.465e-06
195,21602.1,1.03707,0.57941,1.25836,0.81649,0.74164,0.81808,0.51745,1.31266,0.83511,1.47919,3.97e-06,3.97e-06,3.97e-06
196,87.398,1.0961,0.65054,1.30361,0.81397,0.74164,0.81809,0.51729,1.31345,0.83519,1.48046,3.475e-06,3.475e-06,3.475e-06
197,172.221,1.07239,0.61253,1.28191,0.80943,0.74225,0.81853,0.51635,1.31425,0.83615,1.48094,2.98e-06,2.98e-06,2.98e-06
198,258.598,1.06206,0.60687,1.27798,0.80697,0.74666,0.81802,0.5164,1.31486,0.83754,1.48168,2.485e-06,2.485e-06,2.485e-06
199,343.686,1.04962,0.59353,1.27225,0.80655,0.74601,0.81774,0.51641,1.31511,0.83838,1.48207,1.99e-06,1.99e-06,1.99e-06
200,428.181,1.05382,0.59333,1.27502,0.79902,0.74916,0.8169,0.51581,1.31479,0.8399,1.48239,1.495e-06,1.495e-06,1.495e-06
